lat,lon
NaN,1
-5874158.867,-567.4245061
-5874180.921,-403.3732185
-5874289.316,-235.3143979
-5874372.616,-54.6151174
-5874448.913,128.7443146
-5874534.52,309.4705143
-5874586.885,501.7195765
-5874570.47,700.4425331
-5874536.304,897.4479441
-5874480.535,1088.63313
-5874374.984,1258.379883
-5874371.23,1440.06396
-5874438.026,1628.379377
-5874540.66,1793.749233
-5874680.549,1933.075985
-5874769.626,2112.057278
-5874909.959,2252.793562
-5875029.036,2412.618696
-5875139.195,2578.197473
-5875250.419,2740.589501
-5875366.235,2900.681181
-5875525.331,3006.687126
-5875663.476,2877.216175
-5875790.021,2723.420454
-5875928.989,2583.683763
-5876073.498,2448.79883
-5876248.454,2352.563631
-5876348.684,2448.210479
-5876288.91,2590.79344
-5876472.516,2621.990732
-5876667.44,2577.215027
-5876856.228,2511.615923
-5877039.753,2432.127006
-5877219.687,2345.359172
-5877394.996,2249.095543
-5877582.732,2181.358673
-5877762.67,2094.782266
-5877941.281,2004.801611
-5878131.391,1973.111833
-5878306.964,2068.820501
-5878438.269,2216.41107
-5878588.03,2347.865765
-5878650.842,2383.307015
-5878459.939,2432.574364
-5878297.369,2545.861823
-5878176.69,2704.450218
-5878021.668,2827.938896
-5877851.911,2933.067578
-5877672.902,3016.60251
-5877595.859,3200.33648
-5877518.992,3384.543024
-5877426.076,3560.20104
-5877373.191,3753.082259
-5877536.019,3761.844894
-5877677.383,3839.793474
-5877807.246,3735.369188
-5877910.048,3755.154574
-5878023.86,3611.010838
-5878171.736,3487.06473
-5878366.39,3458.379926
-5878514.441,3362.230264
-5878706.122,3309.089916
-5878870.558,3332.398958
-5878970.347,3167.700119
-5879094.508,3126.521892
-5879251.173,3004.003649
-5879211.913,3085.317522
-5879075.817,3231.723894
-5878925.769,3362.317335
-5878761.807,3475.323778
-5878606.162,3600.836391
-5878463.093,3739.66367
-5878310.969,3869.246848
-5878293.915,3961.946744
-5878450.895,4065.907377
-5878640.345,4119.035922
-5878768.372,4256.482964
-5878765.729,4454.173239
-5878815.487,4557.423142
-5878911.324,4386.030911
-5878979.581,4199.539235
-5879037.587,4021.960459
-5879213.061,3926.827739
-5879366.768,3798.878174
-5879507.51,3657.062372
-5879596.524,3480.797097
-5879721.365,3367.687151
-5879908.154,3308.034369
-5879975.174,3392.629743
-5879939.819,3589.433754
-5879909.806,3764.065284
-5880103.925,3716.946272
-5880285.008,3643.180275
-5880466.016,3564.062916
-5880640.276,3537.314953
-5880556.142,3682.834333
-5880403.903,3810.770043
-5880224.345,3811.910365
-5880088.226,3931.294292
-5880009.369,4109.52617
-5879878.223,4244.187186
-5879710.011,4287.57034
-5879647.372,4462.101359
-5879478.918,4556.326966
-5879281.461,4557.046572
-5879133.743,4648.844334
-5878939.665,4673.029171
-5879041.598,4784.890777
-5878949.695,4940.728606
-5879106.886,5031.946067
-5879300.689,5063.73012
-5879499.043,5086.792529
-5879692.554,5121.825676
-5879836.232,5236.384535
-5879942.792,5289.857399
-5880128.911,5217.563104
-5880286.776,5096.939966
-5880451.233,4983.707349
-5880631.212,4899.732818
-5880780.586,4766.777719
-5880928.123,4631.813236
-5881081.769,4503.818889
-5881030.129,4678.68176
-5880951.6,4862.618444
-5880879.264,5048.941372
-5880860.069,5246.035006
-5880860.413,5445.747732
-5880829.978,5643.371037
-5880820.322,5843.137822
-5880822.415,6042.256911
-5880787.172,6205.743937
-5880660.281,6358.565377
-5880624.07,6550.036301
-5880573.174,6740.093687
-5880539.314,6932.294325
-5880567.13,7121.336544
-5880611.354,7282.144856
-5880652.742,7442.239155
-5880814.812,7350.009193
-5880983.666,7276.815829
-5881076.641,7275.428975
-5881185.532,7218.625732
-5881332.897,7091.487351
-5881314.35,6947.200427
-5881335.975,6750.649767
-5881501.148,6736.448472
-5881603.066,6592.753292
-5881698.76,6417.198925
-5881762.27,6229.752043
-5881856.022,6054.140866
-5881919.657,5866.668648
-5881943.291,5875.303398
-5882041.564,6030.996767
-5882065.069,6196.133136
-5882101.843,6390.477609
-5882138.785,6585.697699
-5882178.205,6781.65143
-5882181.924,6978.393221
-5882134.81,7168.899436
-5882201.551,7313.146862
-5882272.064,7370.241696
-5882422.709,7475.880956
-5882571.619,7603.810363
-5882752.286,7572.433039
-5882932.744,7534.697942
-5883079.795,7522.073593
-5883214.133,7667.560518
-5883284.751,7847.059719
-5883403.463,8001.374964
-5883556.716,8124.890453
-5883650.55,8280.596452
-5883583.362,8459.600677
-5883509.52,8645.431731
-5883404.331,8759.998923
-5883594.504,8698.076293
-5883528.815,8855.372368
-5883486.112,9049.447432
-5883452.392,9245.249831
-5883473.699,9433.483096
-5883478.017,9628.727544
-5883427.581,9806.081257
-5883554.438,9945.350772
-5883635.459,10036.51192
-5883498.674,10168.51632
-5883517.619,10312.36577
-5883703.986,10250.55246
-5883883.041,10230.66966
-5883917.288,10384.73496
-5884027.162,10492.28412
-5884183.943,10407.59686
-5884299.322,10253.20654
-5884428.306,10308.08809
-5884607.391,10283.02694
-5884804.007,10254.28096
-5885001.043,10279.78026
-5885199.009,10277.18227
-5885398.76,10271.8425
-5885596.377,10298.23658
-5885775.093,10376.9804
-5885888.638,10539.13798
-5886035.35,10653.72733
-5886198.393,10603.16224
-5886366.542,10654.38343
-5886555.511,10599.83412
-5886681.904,10749.62479
-5886743.378,10938.09524
-5886905.751,11052.21747
-5887068.12,11095.06588
-5887177.234,11102.45688
-5887184.162,10953.13337
-5887289.267,10959.19814
-5887340.482,11040.30536
-5887504.464,11105.36358
-5887434.651,10918.67093
-5887539.343,10769.57738
-5887511.426,10673.07439
-5887393.53,10770.30569
-5887352.403,10640.61104
-5887517.903,10542.18889
-5887373.471,10478.94047
-5887408.608,10403.72154
-5887484.473,10337.93656
-5887464.55,10143.98881
-5887335.24,9991.415618
-5887232.661,9824.341173
-5887097.865,9676.647106
-5886943.135,9551.733417
-5886790.823,9423.146036
-5886885.646,9386.172267
-5887080.784,9366.768927
-5886958.096,9229.206041
-5886804.445,9103.058389
-5886652.807,8972.833942
-5886496.695,8849.151707
-5886367.405,8697.234139
-5886279.37,8517.748644
-5886187.806,8340.007734
-5886085.795,8168.236414
-5886042.746,8042.007359
-5886199.736,8164.760272
-5886351.676,8287.226809
-5886427.6,8470.69285
-5886540.904,8630.48117
-5886683.302,8770.808867
-5886801.775,8930.19373
-5886923.7,9085.206619
-5887071.121,9220.105475
-5887220.185,9176.386194
-5887360.712,9239.756773
-5887345.337,9432.121575
-5887464.659,9532.423361
-5887648.346,9489.348574
-5887837.167,9503.758124
-5887875.173,9339.050673
-5887792.338,9158.641321
-5887693.528,8984.756506
-5887603.932,8806.145106
-5887520.72,8624.277928
-5887460.499,8433.839928
-5887365.19,8262.990807
-5887239.909,8245.758515
-5887183.604,8420.457543
-5886987.882,8454.00888
-5886812.632,8372.664212
-5886652.871,8253.578459
-5886527.223,8105.087112
-5886551.848,7916.684734
-5886657.064,7764.358648
-5886614.491,7570.486937
-5886662.368,7388.557093
-5886768.782,7220.343276
-5886911.952,7108.154983
-5887018.116,7254.574085
-5887182.933,7340.285124
-5887331.892,7424.893485
-5887309.416,7235.313738
-5887275.688,7042.797658
-5887115.33,6923.277173
-5886950.562,6810.380474
-5886841.897,6642.979516
-5886741.572,6469.965584
-5886628.193,6305.726096
-5886528.114,6133.246271
-5886420.118,5970.297873
-5886304.758,5821.952622
-5886463.192,5771.898781
-5886361.693,5609.780477
-5886401.28,5498.700456
-5886495.089,5348.219344
-5886577.673,5451.636784
-5886725.388,5324.58517
-5886763.949,5320.229415
-5886819.171,5459.873813
-5886887.154,5634.425349
-5886982.221,5736.106198
-5887083.856,5891.296104
-5887249.168,6001.200819
-5887384.003,5870.289576
-5887576.682,5899.765141
-5887758.491,5982.840934
-5887879.52,6123.454921
-5887804.65,6287.169198
-5887988.775,6288.987493
-5888098.021,6221.308978
-5888191.38,6210.941333
-5888120.656,6025.080343
-5888003.699,5863.688141
-5887934.273,5676.750497
-5888071.703,5690.54035
-5888219.821,5815.680334
-5888308.254,5991.985112
-5888344.572,6186.259155
-5888495.132,6208.907682
-5888678.504,6228.845882
-5888762.979,6055.208056
-5888872.704,5977.714265
-5888814.569,5786.370536
-5888748.763,5598.197911
-5888677.057,5411.857366
-5888581.431,5236.830825
-5888565.397,5040.661258
-5888571.317,4841.052034
-5888684.383,4677.184054
-5888783.351,4503.802194
-5888834.369,4320.540025
-5888962.402,4182.449597
-5889099.197,4036.783403
-5889168.704,3854.563976
-5889257.048,3678.531764
-5889342.603,3515.75264
-5889393.272,3331.339667
-5889343.293,3137.685047
-5889216.99,2982.806691
-5889100.657,2820.316968
-5888993.364,2656.765654
-5888811.204,2574.196097
-5888627.791,2500.327947
-5888428.394,2493.877917
-5888244.735,2507.057536
-5888045.408,2495.171291
-5887848.192,2468.425537
-5887668.9,2384.643526
-5887516.643,2255.081728
-5887350.62,2146.11838
-5887184.935,2035.444049
-5887032.351,1906.741392
-5886863.776,1799.758794
-5886735.101,1648.858915
-5886624.554,1482.813628
-5886467.836,1362.256564
-5886289.595,1271.611131
-5886118.02,1169.345986
-5885977.597,1028.508098
-5885859.323,867.5882231
-5885899.077,753.8217057
-5886074.896,848.2009542
-5886268.118,895.5556654
-5886463.856,931.2757393
-5886659.06,966.2998095
-5886829.775,1067.489872
-5886976.903,1202.33294
-5887113.454,1348.454913
-5887254.586,1490.135244
-5887402.684,1624.356662
-5887563.858,1742.472919
-5887744.997,1824.351324
-5887921.525,1916.957127
-5888099.415,2006.64407
-5888243.247,2142.976149
-5888365.843,2299.857914
-5888541.763,2378.035565
-5888741.69,2380.495158
-5888937.907,2384.774533
-5889130.856,2389.632673
-5889312.146,2307.298251
-5889499.075,2253.251124
-5889694.382,2290.24786
-5889894.219,2298.196354
-5890093.547,2300.323136
-5890292.565,2318.433243
-5890491.32,2338.384857
-5890662.292,2428.301343
-5890850.321,2478.264412
-5891041.681,2446.599374
-5891237.759,2437.439805
-5891433.662,2402.313213
-5891633.009,2386.461911
-5891827.425,2432.70273
-5892017.564,2493.784567
-5892205.357,2562.588215
-5892390.369,2638.53782
-5892579.864,2698.880825
-5892777.091,2732.049249
-5892975.723,2752.87203
-5893147.977,2664.87225
-5893306.1,2542.923861
-5893399.025,2367.659181
-5893462.795,2178.183084
-5893523.744,1987.907445
-5893506.664,1800.822113
-5893576.93,1620.065426
-5893556.9,1422.576508
-5893557.696,1229.851331
-5893495.982,1045.545288
-5893441.142,854.0534045
-5893381.131,663.59207
-5893325.52,471.861181
-5893202.821,315.7998079
-5893029.521,235.4121521
-5892930.121,79.62331568
-5892731.199,78.27599682
-5892540.879,118.7401148
-5892343.496,149.0129026
-5892165.006,84.64778552
-5891984.766,6.435125132
-5891925.368,-122.7812408
-5891851.107,-267.4210997
-5891665.441,-341.1995546
-5891502.687,-453.2142923
-5891333.444,-554.0283365
-5891168.97,-656.2753938
-5891075.085,-831.4497944
-5890924.703,-960.4287116
-5890845.275,-1088.823627
-5891028.008,-1040.788812
-5891222.887,-1068.209678
-5891394.741,-1169.804959
-5891524.631,-1290.862197
-5891716.22,-1264.09278
-5891897.434,-1276.454861
-5892094.947,-1259.908342
-5892291.277,-1275.636966
-5892165.076,-1338.585199
-5892195.703,-1455.604279
-5892099.77,-1459.226506
-5891963.042,-1579.898192
-5891995.08,-1613.991311
-5891896.072,-1682.336438
-5892035.898,-1728.629377
-5891948.713,-1814.679169
-5891876.513,-1930.56172
-5891998.43,-1970.075716
-5892182.89,-1944.308796
-5892193.489,-2098.381737
-5892004.165,-2103.328139
-5891941.281,-2264.054877
-5892059.267,-2341.660801
-5891943.601,-2410.406895
-5891754.043,-2451.846494
-5891611.353,-2565.3219
-5891457.395,-2602.944668
-5891301.303,-2491.499011
-5891108.056,-2478.975892
-5890913.595,-2524.836222
-5890714.496,-2538.737417
-5890514.648,-2546.471512
-5890316.216,-2531.647018
-5890281.005,-2650.516654
-5890369.423,-2829.297516
-5890489.974,-2988.641118
-5890622.05,-3138.196461
-5890775.87,-3265.645087
-5890903.887,-3416.806721
-5891057.285,-3542.091885
-5891205.976,-3667.690728
-5891194.763,-3846.280203
-5891006.422,-3829.431706
-5890818.137,-3771.356196
-5890656.456,-3857.459438
-5890464.186,-3829.758037
-5890317.273,-3694.238597
-5890170.983,-3563.731042
-5890011.921,-3444.034431
-5889921.606,-3269.094858
-5889843.597,-3085.451342
-5889762.314,-2903.358035
-5889675.041,-2723.563696
-5889636.4,-2679.743554
-5889680.905,-2874.614859
-5889742.887,-3064.767798
-5889803.568,-3255.319953
-5889868.74,-3444.291487
-5889957.888,-3622.645827
-5890066.323,-3790.697783
-5890200.582,-3936.375745
-5890363.763,-4051.983043
-5890499.41,-4198.181488
-5890661.545,-4311.789672
-5890846.667,-4387.483603
-5891031.876,-4462.962188
-5891219.103,-4533.124784
-5891409.37,-4594.757117
-5891600.326,-4654.218595
-5891775.384,-4750.831294
-5891915.698,-4892.978297
-5892066.147,-5024.19925
-5892214.863,-5153.325581
-5892291.833,-5337.117086
-5892424.235,-5484.935124
-5892474.586,-5658.141975
-5892326.034,-5790.36829
-5892206.855,-5947.494943
-5892056.091,-6076.331389
-5891917.131,-6211.573583
-5891781.328,-6357.833108
-5891649.088,-6506.791176
-5891495.066,-6625.997087
-5891366.172,-6774.136856
-5891243.483,-6926.233392
-5891045.383,-6930.484391
-5890860.162,-6861.913027
-5890664.285,-6895.345477
-5890465.923,-6918.52223
-5890267.784,-6939.052961
-5890074.173,-6989.104639
-5889898.542,-7082.543176
-5889737.788,-7200.007972
-5889558.824,-7287.433294
-5889368.645,-7338.894556
-5889238.49,-7482.549
-5889112.417,-7605.412919
-5889082.348,-7790.557347
-5889166.116,-7970.749931
-5889224.642,-8158.745426
-5889326.675,-8330.037423
-5889356.794,-8479.230718
-5889172.502,-8556.459937
-5888985.375,-8626.114591
-5888794.977,-8687.056728
-5888614.02,-8771.272271
-5888469.459,-8905.55625
-5888327.133,-9045.711113
-5888173.198,-9171.951736
-5888011.506,-9280.425995
-5887852.591,-9188.807012
-5887755.949,-9017.897282
-5887629.526,-8878.950587
-5887468.073,-8762.137032
-5887311.881,-8640.729802
-5887158.705,-8748.882568
-5886963.059,-8758.25077
-5886933.883,-8947.28393
-5886752.565,-8984.226333
-5886607.975,-9022.024459
-5886617.627,-9221.79143
-5886690.406,-9393.900708
-5886716.287,-9590.431345
-5886731.003,-9785.893352
-5886609.094,-9895.740366
-5886409.921,-9911.129903
-5886211.791,-9937.779635
-5886012.407,-9951.975551
-5885812.552,-9958.039214
-5885614.642,-9986.194939
-5885414.918,-9996.391767
-5885218.063,-10029.08652
-5885105.282,-10172.45651
-5884912.358,-10144.90374
-5884713.86,-10148.878
-5884515.062,-10131.25133
-5884317.1,-10157.68548
-5884118.86,-10174.8517
-5883920.881,-10201.24299
-5883739.154,-10274.69347
-5883546.518,-10315.29118
-5883357.292,-10367.09491
-5883267.549,-10188.39658
-5883153.836,-10023.87739
-5883035.166,-9862.896702
-5882905.715,-9711.198178
-5882755.167,-9580.416219
-5882578.925,-9485.906562
-5882394.134,-9409.406796
-5882214.147,-9322.586047
-5882031.168,-9242.604504
-5881856.473,-9270.82757
-5881816.973,-9466.138148
-5881764.756,-9658.090918
-5881725.764,-9853.604587
-5881642.082,-10030.4325
-5881523.927,-10014.33776
-5881491.069,-10187.61994
-5881481.101,-10381.78804
-5881526.53,-10551.70056
-5881555.701,-10723.49853
-5881437.389,-10850.60558
-5881255.352,-10922.12725
-5881109.364,-11058.28415
-5880976.102,-11207.40084
-5880839.089,-11328.49019
-5880789.103,-11499.12942
-5880598.437,-11543.73187
-5880411.044,-11599.72148
-5880223.496,-11668.86094
-5880024.472,-11671.57436
-5879843.815,-11594.33175
-5879684.789,-11474.14124
-5879511.742,-11374.52295
-5879328.811,-11294.54136
-5879142.315,-11222.305
-5878952.415,-11166.41349
-5878754.476,-11145.45737
-5878606.815,-11028.94368
-5878506.909,-10856.16888
-5878344.397,-10753.37695
-5878291.163,-10569.13364
-5878285.016,-10370.66684
-5878323.779,-10174.46405
-5878385.934,-9985.23373
-5878503.104,-9826.875123
-5878651.638,-9693.183958
-5878758.751,-9530.295838
-5878869.505,-9366.204631
-5879003.88,-9220.30882
-5879103.47,-9051.265918
-5879144.01,-8855.663714
-5879143.686,-8655.94551
-5879116.462,-8457.808701
-5879098.116,-8258.943182
-5879064.879,-8153.483036
-5879004.639,-8343.652675
-5878908.706,-8518.657525
-5878793.727,-8682.173276
-5878660.522,-8831.337147
-5878508.278,-8959.421929
-5878370.055,-9103.650042
-5878220.002,-9235.337203
-5878075.663,-9372.222554
-5877909.93,-9390.306288
-5877738.962,-9289.468352
-5877545.402,-9314.055103
-5877372.288,-9394.064131
-5877184.591,-9352.986315
-5877009.802,-9256.338623
-5876909.618,-9096.643266
-5876710.583,-9083.57718
-5876515.052,-9061.670454
-5876316.063,-9075.154166
-5876129.027,-9143.434245
-5875931.734,-9159.524791
-5875769.807,-9063.195575
-5875618.605,-8938.101557
-5875502.423,-8788.073471
-5875421.96,-8624.92299
-5875457.622,-8430.490229
-5875498.959,-8234.808714
-5875550.905,-8041.72655
-5875593.074,-7846.223313
-5875691.185,-7698.313351
-5875787.209,-7616.129756
-5875855.724,-7519.029696
-5875762.201,-7376.989448
-5875794.261,-7240.885435
-5875777.512,-7051.414903
-5875922.786,-6956.059393
-5876101.697,-6911.965325
-5876091.723,-6729.21259
-5875976.556,-6577.89822
-5876141.639,-6502.060218
-5876317.671,-6487.517505
-5876433.693,-6329.253494
-5876363.448,-6341.239577
-5876215.577,-6337.500822
-5876119.047,-6201.769837
-5876022.405,-6075.285933
-5875905.264,-5929.13211
-5875834.037,-5745.44191
-5875812.143,-5555.880777
-5875911.077,-5405.801372
-5876065.43,-5326.282639
-5876220.024,-5202.269319
-5876092.368,-5159.911929
-5875909.252,-5184.530915
-5875738.027,-5287.339216
-5875574.777,-5402.583016
-5875417.947,-5526.681663
-5875298.607,-5554.777049
-5875288.711,-5367.348773
-5875228.584,-5177.893493
-5875154.653,-4992.350999
-5875114.971,-4796.342949
-5875068.249,-4602.625717
-5875044.18,-4418.238756
-5875070.002,-4243.121337
-5875013.37,-4133.055021
-5875201.188,-4070.413046
-5875297.683,-3985.807755
-5875436.893,-3995.660288
-5875629.257,-4031.809421
-5875828.384,-4044.738196
-5876026.014,-4073.304645
-5876221.455,-4115.693327
-5876414.797,-4166.23877
-5876391.214,-4037.716433
-5876294.461,-3893.542931
-5876364.091,-3745.988636
-5876559.929,-3705.931283
-5876413.369,-3664.364311
-5876215.289,-3651.854558
-5876059.326,-3536.873504
-5875867.529,-3564.654473
-5875669.99,-3537.195726
-5875503.59,-3474.582908
-5875607.119,-3314.079732
-5875414.614,-3345.808555
-5875240.117,-3427.009905
-5875165.511,-3259.333442
-5875173.191,-3101.885306
-5875357.635,-3025.160471
-5875538.317,-2942.612773
-5875579.451,-2752.824888
-5875751.654,-2706.659668
-5875936.248,-2635.665891
-5876131.087,-2653.932099
-5876325.014,-2702.528446
-5876522.21,-2717.767149
-5876712.406,-2707.861656
-5876752.896,-2595.397191
-5876575.122,-2508.448624
-5876382.966,-2454.815351
-5876195.752,-2384.452295
-5876016.806,-2302.318766
-5875825.041,-2256.071633
-5875651.236,-2253.241118
-5875472.834,-2343.615429
-5875300.577,-2444.487455
-5875150.856,-2576.454931
-5874992.28,-2698.265257
-5874799.448,-2751.328502
-5874609.7,-2814.084867
-5874417.577,-2854.502821
-5874230.578,-2817.884492
-5874262.476,-2645.293525
-5874314.939,-2456.044446
-5874302.403,-2256.5854
-5874291.918,-2056.860396
-5874279.808,-1857.232058
-5874231.058,-1663.59524
-5874150.136,-1481.321563
-5874059.748,-1302.927711
-5873972.213,-1125.29083
-5873998.631,-934.746596
-5874109.405,-783.0790651
NaN,2
-5871305.387,-15667.7385
-5871136.122,-15583.55454
-5870940.956,-15611.80548
-5870743.529,-15588.90412
-5870563.893,-15511.74554
-5870391.804,-15415.14156
-5870260.084,-15335.41886
-5870377.179,-15173.46702
-5870568.074,-15130.50639
-5870762.813,-15089.78764
-5870956.765,-15051.40294
-5871065.825,-14887.15041
-5871220.431,-14760.94453
-5871350.834,-14626.04215
-5871479.424,-14485.44043
-5871639.683,-14375.22716
-5871827.168,-14368.24754
-5871964.678,-14511.76248
-5872110.067,-14637.78184
-5872100.56,-14529.61971
-5872160.842,-14362.51228
-5872341.54,-14428.35307
-5872460.942,-14477.43669
-5872559.658,-14493.03228
-5872688.442,-14645.73742
-5872766.379,-14824.17378
-5872854.239,-14682.26377
-5872811.811,-14488.622
-5872687.548,-14363.17204
-5872650.97,-14238.29544
-5872759.236,-14078.01068
-5872950.927,-14095.61638
-5873143.514,-14139.92675
-5873243.568,-14083.17421
-5873323.039,-13962.42496
-5873182.741,-13832.2777
-5873076.801,-13676.64437
-5873056.681,-13553.5646
-5873209.38,-13625.67117
-5873364.864,-13535.88877
-5873335.126,-13342.84037
-5873369.284,-13318.22976
-5873467.887,-13387.95255
-5873470.718,-13212.03818
-5873601.01,-13234.84888
-5873704.315,-13104.54543
-5873871.772,-13093.82196
-5873957.123,-13257.39197
-5874058.099,-13411.33126
-5873998.153,-13593.6828
-5873956.317,-13781.93276
-5873951.393,-13981.72142
-5873942.312,-14181.17738
-5873886.46,-14373.22035
-5873815.684,-14559.88772
-5873719.701,-14733.58408
-5873587.804,-14883.26649
-5873442.969,-15021.19011
-5873314.083,-15173.28053
-5873146.645,-15277.64214
-5872958.598,-15329.32482
-5872907.523,-15509.83807
-5872797.997,-15674.79248
-5872688.126,-15840.33565
-5872522.593,-15952.48495
-5872383.43,-16058.64987
-5872487.699,-16111.89029
-5872686.174,-16116.41705
-5872867.779,-16194.52217
-5873052.659,-16247.25388
-5873135.675,-16382.61966
-5872973.631,-16459.5391
-5872884.543,-16613.23405
-5872722.641,-16728.43227
-5872533.525,-16773.39497
-5872476.513,-16959.1281
-5872474.7,-17151.12821
-5872438.461,-17286.56288
-5872371.757,-17458.87155
-5872271.011,-17621.51483
-5872084.86,-17694.64317
-5871893.033,-17679.63531
-5871699.203,-17630.39684
-5871506.446,-17577.09941
-5871348.981,-17456.71173
-5871243.668,-17290.55814
-5871116.262,-17139.96621
-5870964.99,-17017.24838
-5871008.466,-16959.93231
-5871177.255,-17043.8704
-5871366.13,-17085.3572
-5871421.819,-16962.22613
-5871315.051,-16802.23561
-5871200.873,-16639.07286
-5871184.083,-16512.49941
-5871300.113,-16518.92861
-5871494.933,-16558.00561
-5871674.964,-16619.77982
-5871630.771,-16437.90455
-5871457.232,-16355.45444
-5871296.931,-16305.25097
-5871496.07,-16286.7116
-5871383.051,-16218.65096
-5871487.568,-16057.90892
-5871491.362,-15907.50905
